accX,accY,accZ,mediaMovel_accX,mediaMovel_accY,mediaMovel_accZ,variancia_accX,variancia_accY,variancia_accZ,Y
-1.9220833333333336,-0.17124999999999993,1.3258333333333336,-0.010916538658474154,-0.01883666154633895,0.014005120327698961,0.002000220886586073,0.0011414105238917744,0.0024024770984440395,0.22
-1.8083333333333331,-0.36916666666666675,1.3575,-0.03108888888888886,-0.006244444444444441,-0.1011333333333333,0.0010972248333333354,-0.002726246611111114,-0.006167537388891142,0.22
-1.79875,-0.4187500000000001,1.5345833333333339,-0.032500000000000015,-0.0021370370370370206,0.013188888888889139,-0.00019806597938144864,0.0004899947766323015,0.0028858185567012303,0.22
-1.9545833333333336,0.04416666666666669,0.7758333333333329,-0.0036108550947260634,-0.019428571428571434,-0.18989452124936257,0.0002103047422680436,-0.0013387442611683823,0.004199353333334894,0.22
-1.9541666666666666,-0.40625000000000006,1.099583333333337,0.024866666666666665,0.028381481481481452,-0.01730740740740977,-0.00031647312714776265,-0.0012641542955326508,-0.002471791134019661,0.22
-1.8691666666666669,0.04250000000000004,0.6458333333333321,-0.08275688073394495,0.030995412844036674,-0.08444954128440507,-0.0001386950566893393,-0.014171056870748277,-0.0032853619047622084,0.22
-1.650416666666667,-0.5916666666666667,1.3375000000000021,-0.008140740740740754,-0.10093333333333337,0.07621851851851957,-0.0022115960555555434,-0.0036714324444444514,-0.008799873888888848,0.22
-1.8295833333333333,0.2879166666666667,0.7108333333333334,-0.04345724526369688,-0.029501280081925242,-0.017835125448028677,0.0008719042735042689,0.001024967853479851,-0.012873979975579652,0.22
-1.8070833333333332,-0.6175000000000002,1.6312499999999996,-0.09029390681003581,-0.088720942140297,0.05511930363543094,0.0019862026303854624,-0.001338794104308397,-0.008005354557823478,0.22
-1.7716666666666667,-0.24333333333333335,1.409166666666664,-0.05363333333333334,0.01173703703703699,-0.09805925925926218,-0.0035495631855689963,-0.0070683430282096026,-0.008164655659180623,0.22
-1.8008333333333335,0.13041666666666665,0.7674999999999983,-0.0488777777777778,-0.059066666666666656,-0.01249259259259361,0.006185399111111112,-0.0026548181111112623,-0.0018286506111113146,0.22
-1.9100000000000001,-0.8945833333333333,1.7158333333333342,-0.044256880733944966,-0.026912844036697248,-0.0125596330275215,0.0006975823785103613,0.001003137914529913,0.004477041113552576,0.22
-1.8275000000000001,-0.21416666666666656,0.8575000000000017,0.020284690220174102,0.006711725550435234,0.062152585765488766,0.00019134054982817075,0.0005804648797250816,0.001271074707903162,0.22
-1.6529166666666668,-0.9229166666666667,1.744583333333333,-0.0518259088581669,-0.05869534050179209,-0.06778699436764057,-3.17718057954346e-05,-0.00022755119554788636,-0.004390231249283309,0.22
-1.6645833333333333,-0.7708333333333335,1.8183333333333334,-0.03582110091743118,-0.04766513761467889,0.01955963302752295,-2.2166185567011956e-05,-0.002608076494845359,-0.0024199072852222545,0.22
-1.95875,-0.39125,1.0737500000000004,-0.046718518518518506,-0.1667481481481482,-0.05690000000000062,0.000915008777777785,-0.00022450683333335043,0.0006738634444464695,0.22
-1.6758333333333333,-0.8787499999999999,1.7354166666666657,-0.01712852022529443,0.07435535074244752,-0.2029697900665628,0.003337308757020752,0.0006395783736263694,-0.0013855993357739238,0.22
-1.7641666666666669,-0.8274999999999999,1.6845833333333342,0.0511889400921659,-0.05571326164874554,-0.12993753200204594,-0.0008571824742268207,-0.0016243530584192445,-0.003835152096221473,0.22
-1.6733333333333333,-0.7854166666666667,1.7245833333333334,-0.0705925925925926,-0.0532074074074074,0.0027296296296288602,0.0008146000000000091,-0.0011313429999999921,-0.0014743792777775731,0.22
-1.8133333333333335,-0.42833333333333345,1.2024999999999988,-0.036188428059395816,0.00894623655913973,-0.16466973886328695,-0.00027265374570447677,-0.0023709823367697737,-0.011654086941580703,0.22
-1.6670833333333335,-1.0070833333333333,1.814166666666667,0.021048484848484872,-0.05883030303030303,0.04418787878787889,0.004430889070294764,0.002112129795918382,0.008662671564626006,0.22
-1.8591666666666664,-1.04,2.2004166666666656,-0.05869266055045873,-0.17230275229357794,0.17114220183486317,-0.0012610372789115692,-0.004563083083900354,-0.006404812244895166,0.22
-1.9341666666666668,-1.0987500000000001,1.9433333333333316,-0.00011059907834101712,-0.0014664618535586288,-0.05295442908346004,0.0015688187628865994,0.00020470350515463826,0.0028275034364254937,0.22
-1.727916666666667,-0.9170833333333334,2.0612499999999994,-0.014229357798165143,-0.06885321100917434,0.1466192660550476,-0.0015370885223367648,0.0003477958075601374,-0.0009090571821303312,0.22
-1.9941666666666666,-0.8254166666666667,1.826249999999999,0.048914814814814855,-0.0485370370370371,0.0336296296296279,0.004735524611111107,0.00036786583333333267,0.0032967551666662712,0.22
-1.94125,-0.1983333333333333,0.9075000000000024,0.012781481481481475,0.03544074074074072,-0.008174074074075222,0.0005629661111111104,0.0018570491666666331,0.008638644111108413,0.22
-1.6962499999999998,-0.9016666666666667,1.9237500000000036,-0.047062962962962945,0.060755555555555535,-0.27887407407407494,-0.00399826456342354,-0.0032545222030320635,-0.003305952300901669,0.22
-1.9554166666666666,-0.6962500000000001,1.6583333333333368,-0.04260522273425499,-0.001933435739887357,-0.21258371735791037,0.0024893247975436503,-0.002160905254269857,-0.004154145093070893,0.22
-1.925416666666667,-0.5408333333333333,2.047083333333335,-0.03215596330275228,-0.046229357798165116,0.033967889908256055,-0.0019668732879818593,-0.003928825850340144,-0.015613041179137012,0.22
-1.9020833333333333,-0.81,1.911666666666667,-0.04301481481481481,-0.08039259259259252,-0.005151851851849187,0.00011230383333333616,0.00031614583333335056,0.0004813292777779681,0.22
-1.4475,-0.1141666666666667,0.47000000000000064,-0.0440037037037037,-0.0524074074074074,0.0833703703703712,0.000102042909230474,-0.0007778363615428925,-0.00562238047207872,0.32
-1.4412500000000004,0.5316666666666666,-0.8183333333333334,0.048242661448140906,-0.011887801696020883,-0.038293542074365305,-0.002953178451770448,0.00046846206593407873,-0.000794174202686038,0.32
-1.32875,0.08916666666666667,-0.1941666666666677,-0.023596296296296296,-0.021451851851851833,0.031899999999998485,-0.00028580412204951043,0.0026710046593744,0.005497636200343572,0.32
