accX_RMS,accY_RMS,accZ_RMS,accX_Skewness,accY_Skewness,accZ_Skewness,accX_Kurtosis,accY_Kurtosis,accZ_Kurtosis,accX_Spectral_0_1,accX_Spectral_1_2,accX_Spectral_2_3,accX_Spectral_3_4,accX_Spectral_4_5,accX_Spectral_5_6,accX_Spectral_6_7,accX_Spectral_7_8,accX_Spectral_8_9,accX_Spectral_9_10,accX_Spectral_10_11,accX_Spectral_11_12,accX_Spectral_12_13,accX_Spectral_13_14,accX_Spectral_14_15,accX_Spectral_15_16,accX_Spectral_16_17,accX_Spectral_17_18,accX_Spectral_18_19,accX_Spectral_19_20,accX_Spectral_20_21,accX_Spectral_21_22,accX_Spectral_22_23,accX_Spectral_23_24,accX_Spectral_24_25,accX_Spectral_25_26,accX_Spectral_26_27,accX_Spectral_27_28,accX_Spectral_28_29,accX_Spectral_29_30,accX_Spectral_30_31,accY_Spectral_0_1,accY_Spectral_1_2,accY_Spectral_2_3,accY_Spectral_3_4,accY_Spectral_4_5,accY_Spectral_5_6,accY_Spectral_6_7,accY_Spectral_7_8,accY_Spectral_8_9,accY_Spectral_9_10,accY_Spectral_10_11,accY_Spectral_11_12,accY_Spectral_12_13,accY_Spectral_13_14,accY_Spectral_14_15,accY_Spectral_15_16,accY_Spectral_16_17,accY_Spectral_17_18,accY_Spectral_18_19,accY_Spectral_19_20,accY_Spectral_20_21,accY_Spectral_21_22,accY_Spectral_22_23,accY_Spectral_23_24,accY_Spectral_24_25,accY_Spectral_25_26,accY_Spectral_26_27,accY_Spectral_27_28,accY_Spectral_28_29,accY_Spectral_29_30,accY_Spectral_30_31,accZ_Spectral_0_1,accZ_Spectral_1_2,accZ_Spectral_2_3,accZ_Spectral_3_4,accZ_Spectral_4_5,accZ_Spectral_5_6,accZ_Spectral_6_7,accZ_Spectral_7_8,accZ_Spectral_8_9,accZ_Spectral_9_10,accZ_Spectral_10_11,accZ_Spectral_11_12,accZ_Spectral_12_13,accZ_Spectral_13_14,accZ_Spectral_14_15,accZ_Spectral_15_16,accZ_Spectral_16_17,accZ_Spectral_17_18,accZ_Spectral_18_19,accZ_Spectral_19_20,accZ_Spectral_20_21,accZ_Spectral_21_22,accZ_Spectral_22_23,accZ_Spectral_23_24,accZ_Spectral_24_25,accZ_Spectral_25_26,accZ_Spectral_26_27,accZ_Spectral_27_28,accZ_Spectral_28_29,accZ_Spectral_29_30,accZ_Spectral_30_31,Y
0.06667541436896529,0.7434682888989598,0.2507780567418081,-0.7272526940765451,-0.8603350936368962,0.43405186292094544,0.7362871874440271,0.039723653671702386,0.0378077048070683,0.028484568793964757,0.005375517935094953,0.04046610112067921,0.0036350439851044946,0.0,0.12645070058412392,0.012023847842763008,0.029765150296181507,1.172623897567962e-05,0.02634235315123245,0.4433454710437301,0.013754160863415526,0.15257802261054998,0.02123349263419664,0.03030796812144841,0.1257780252401844,0.018732024432446023,0.15307726010102668,0.0,0.003917725273628044,0.04916755368340821,0.016936131230632114,0.06587002378740722,0.002945924563181058,0.039337255159173204,0.38694144528535757,0.02738970731428286,0.5428150272736078,0.04816878735686407,0.09124301549850641,0.7171349128719776,0.295308427480576,0.13887099752661733,0.507260925961875,0.1421321415126575,0.3766418670667856,0.5544084973974324,0.06682866354930278,0.9535916227594735,0.5530150216129931,0.34721352138953776,0.5489365344002244,0.11459181788420729,0.11819006766020534,0.3504659995471121,0.2270792200958948,0.2068541027339485,0.09486228859770987,0.12773602273312573,0.04422743103840793,0.08092926952624332,0.2095322646775716,0.07703349736414038,0.4864310710121672,0.15269766343900765,0.2230724185308687,0.1998745152410643,0.126332886343149,0.2964690169445343,0.18006487243777267,0.37539259383321666,0.6992164877671626,0.15596231729083396,0.03550585421216452,0.4130207581573494,0.058205289582691624,0.17067649860869305,0.20911263921793474,0.011282861390143274,0.5954917175583117,0.14798634305197195,0.24458900452504317,0.30734274818812896,0.12156591755512498,0.1980651188156879,0.04350848264084205,0.034522941420262854,0.17438985741159257,0.015927913390975105,0.16812236654972681,0.017600497074332644,0.05029163995998432,0.4229421325525159,0.0050249176756922385,0.24718824328197753,0.046637049801486904,0.049402483234781434,0.26472539686908525,0.022491081814256946,0.3194870243316391,0.16583250624913365,0.5712500140022352,0.7111853280969289,0.24
0.08522071429040967,0.6891783146636051,0.019127459044165462,-0.4564396072361603,-0.9560239602336287,0.7727005569615607,0.4058456620245383,0.18084267481115535,0.05148693906027901,0.06739452112076298,0.005435492254531802,0.1671199449330793,0.09305123304347573,0.024534128193344638,0.04668299135939232,0.007107356221019325,0.24454299864094498,0.05057184683474644,0.03305651660725155,0.5333669840843104,0.0035359855847938697,0.1159972657285345,0.01683690676443688,0.021125105978432403,0.03153105781418769,0.011820602082258682,0.22950216603242168,0.005320986804002897,0.0031334328338691155,0.03304590711006711,0.0019752101460207973,0.16416244843177402,0.007846423176287583,0.03350947516553791,0.2535970823727104,0.024484926512835,0.4243393197049074,0.08708383152957642,0.3850458938686244,0.5903240368610387,0.0762769300297225,0.03275805907140273,0.7260003951990383,0.8573336038817454,0.22323487146840731,0.21746667876390832,0.21802955491042597,0.21796888387140367,0.6838810636554856,0.42706695696571434,0.35704942354417557,0.10554008131875571,0.1679047722288636,0.25128152861511877,0.04877465673467875,0.17227312614119106,0.18606315537281962,0.11543139157074687,0.052258040527889044,0.026699524760547617,0.10026415881607335,0.008453551973750542,0.2548776633324882,0.10576215176781764,0.08047359228086391,0.1607410159358074,0.10535728512373017,0.5567996108140267,0.13640742469099343,0.1441260725796841,0.5758103235397948,0.07173824191640249,0.001736484489588744,0.6104626228930382,0.2334782405054258,0.052048437865919825,0.09454598632311825,0.032938480820110264,0.3697573705974623,0.17103277335605976,0.22946405326526118,0.2928839181414441,0.09323393602825013,0.41280814347781664,0.013325038746209937,0.049492831633595455,0.23175292454769572,0.017593583488956045,0.06799543125607817,0.011891821659711277,0.004570729504978688,0.15398568846046692,0.0011823625326063945,0.2444271686566446,0.02412868665402739,0.008279546965782097,0.15920387948745698,0.014429293942326534,0.6732215316343423,0.09278217933455273,0.4387419529175519,0.6480864660588402,0.24
0.1550220828664719,0.5992374926727652,0.14520466450079716,-0.7347590029017402,-0.608928349301503,0.5480108821474746,0.4009205232641815,0.22003784853134856,0.0975302173458773,0.011131157730614759,0.002429705734784997,0.06181694654596005,0.0,0.0012413494433864102,0.11895930412140857,0.01814281308478903,0.10473702281924174,0.008881713703814093,0.05109739355532741,0.16989074299297574,0.01399783845169482,0.5671255621400904,0.01499271676613542,0.00787916698104167,0.06181491360583333,0.007150443914020832,0.3218329028369367,0.0016950745481698394,0.0,0.11992874482246102,0.0006757394534173638,0.06016744239926855,0.017711799843908797,0.02678792900615558,0.10420108281263968,0.006912131926188486,0.5635885402479649,0.0008600873366005797,0.019003985155367706,0.86116290328862,0.10244978926036266,0.02560095550614118,0.780956890942275,0.4326640338725972,0.31949463095682235,0.719976113779981,0.09107560541218035,1.0,0.5464215427583577,0.30693123676970435,0.42147079404184756,0.12970299354423903,0.16297678026957488,0.13703871041992519,0.07102559892534344,0.09253353371818934,0.11706345339187006,0.1817381679748335,0.09740623761815276,0.06974412137116341,0.610530249541397,0.30357600393978573,0.6816699613575451,0.22726126749686912,0.11292151378259824,0.8716036658123761,0.25860401356498186,0.29055759424134076,0.11102753972478248,0.21500083538277606,0.19963027162673558,0.04928380761585698,0.0010740298026447911,0.7136818834834677,0.13963460052444027,0.09009963161085097,0.26615968330890044,0.026641333448696257,0.4587398458925066,0.16983707437164203,0.10322861106768207,0.2653651073649579,0.14517325387743354,0.22492033997292266,0.028285720906544555,0.08530934898714858,0.30120588303540125,0.026399673334181407,0.044059783942144534,0.020227337192063335,0.024215015893833382,0.92745055040924,0.04665771068434467,0.23916878722658164,0.024722246111870003,0.0012885856085387386,0.7598751547080183,0.05342661081673313,0.39031615229326677,0.0855569806436708,0.2125849221695071,0.3811062733114255,0.24
0.047061648006036294,1.0,0.47684440626104063,-0.5560708948498818,-0.48221871923672965,0.559220574017053,0.6097505632821238,0.06053511616097762,0.03493960705306176,0.06294778410608096,0.002947455565709474,0.1180630944238232,0.04934806043546047,0.08256014059645594,0.10106896820640551,0.022270577476119355,0.0331841925045721,0.008159777421884545,0.09154116182670043,0.3376107249387571,0.005369874776104179,0.0,0.018534782626751428,0.01923599896239076,0.25187609599864563,0.021425809239993595,0.1014623580250917,0.00621839849508745,0.010257239894013243,0.2053338089046161,0.006361111187363813,0.2524688299537201,0.022889253442079056,0.01614409790145666,0.4130336520850534,0.011939680185616253,0.2251726350460557,0.052725892075401126,0.29733318855026225,0.3570661180325647,0.05318426144339536,0.04176467365817456,0.06568755377457577,0.06496007552288086,0.2774587418007725,0.26987707992317844,0.15315024600672336,0.4793670566657964,0.3971494162780759,0.2931767862401069,0.30443098913356265,0.05434391198208333,0.30412745052787704,0.13191711110755627,0.15370720006792005,0.3691235795011792,0.02466794127076173,0.2537511479880598,0.012931780884882043,0.039781890976365426,0.16379345410949897,0.02400346058853376,0.527690285952643,0.18173663626190142,0.24054369539151424,0.30869033595763457,0.1795803556553069,0.5411193574534969,0.28411276043883466,0.045699354149804194,1.0000000000000002,0.08516363972075186,0.004838153694500838,0.03835908921589667,0.036658625454676685,0.06594112088335301,0.09857684757470134,0.040962694060235456,0.443932266823557,0.12456405448443426,0.2078870479652781,0.1373873223607557,0.02911010645124895,1.0,0.16241606989353902,0.06049921575072305,0.3918857318783749,0.003135834661603442,0.3279465703372343,0.001001462286753773,0.003911033526172344,0.4564932920861048,0.0,0.17164225129717564,0.054472038474301,0.026643628306174914,0.3085542287402774,0.011482763639590525,0.5887105650592023,0.18610630189956612,0.10119900682903277,0.9777651258336106,0.24
0.0,0.9731672173989018,0.5282278208119884,-0.6749955747442681,-0.34138738883001857,0.4787024768978837,1.0,0.11406807456023449,0.02217059186963699,0.07284253359851667,0.009910500269757745,0.04402133034469584,0.012462938845761929,0.06630823077790976,0.0779693509234834,0.018568855206936727,0.08528440147742689,0.05843317874064426,0.027139431712424507,0.24570569015964783,0.00177449342957655,0.08537077884697145,0.022998757997135647,0.023966365581168943,0.06799667914511746,0.01592527132344097,0.20630329762218141,0.006806079501256258,0.004326316355139414,0.26375440538007344,0.008829526889878913,0.37430373656768645,0.030747625828693184,0.05512499008240925,0.40994467252849265,0.027410232281198158,0.2253994686064115,0.011602400113489057,0.29729324679961355,0.30696962899963626,0.18712666752197346,0.11396510702218754,0.1910444852762103,0.3186203856677885,0.21296766717253302,0.29517326162970103,0.2340656983688131,0.4064360045278676,0.36517734313415023,0.05887695463859253,0.6723848885924966,0.03987894004863907,0.08584443441464261,0.5654450079639695,0.06998588750702539,0.25927724693902554,0.18492875511897874,0.08109077861406463,0.10405467649221235,0.04126679374651459,0.14695406515614076,0.09876921050651778,0.23923519576104046,0.07363993771725164,0.4204364951575883,0.145808452359764,0.2478395563836121,1.0,0.11582354460564433,0.15762056173081054,0.9260044299443608,0.11507081251064599,0.014535777660175322,0.3012731956003364,0.08582010796998811,0.026168634373655623,0.08272876285991178,0.0,0.40737723384960456,0.006943822156949803,0.02969046749319112,0.7445985003590309,0.022922680019791766,0.1096141346926144,0.03123539147311314,0.06821621004913919,0.23716451489232807,0.010530379021756364,0.0,0.03041082206797863,0.0,0.3715140435889899,0.012105775696326836,0.36359557430252704,0.014907764349672094,0.012133589317043178,0.176311191254824,0.0,1.0,0.0,0.04565204826707571,1.0000000000000002,0.24
0.09706402489125154,0.8255193460110327,0.330474130525106,-0.5286645342976279,-0.48593861790942816,0.5611848918953877,0.4497814737849546,0.1079470799244614,0.07626788024214948,0.103855074803034,0.012799753357454306,0.046656095556671745,0.14079733197017877,0.15017079987623635,0.10677332119906359,0.010884272205815391,0.250839358776769,0.008892633257231893,0.10812969775922598,0.3714788157375892,0.02166289814111519,0.024113489853404224,0.0,0.012401754929747067,0.29534395074439684,0.012408526854554335,0.04627917539385898,0.003666477075909226,0.012808713778546754,0.1575280729142147,0.0037545913213749642,0.06156141510680545,0.03460666190946665,0.03629043733238,0.2073328998703413,0.027325775860795567,0.2687095118067839,0.024794537961498136,0.48335620341918284,0.5457679128156621,0.1973777740400575,0.06165338021153671,0.16130055528015091,0.4442908690702613,0.5377237346430958,0.12552875738297486,0.10310767704415189,0.08349572542024813,0.09419454875986928,0.11220759767744373,0.7615398388314908,0.06862540627264689,0.2769042164900781,0.45208243599635745,0.16570604793645605,0.4299735531405671,0.1629635113527535,0.1963545959809047,0.04704194554491602,0.06589056005094826,0.2762553080032889,0.0587334796932326,0.47769518285425516,0.10563173392403402,0.19062202932637362,0.2879076595096004,0.11874792741287306,0.2884527401398625,0.07001340797120487,0.08003904795238621,0.8536242297638471,0.1430722955901277,0.004103390182077431,0.07814923194540663,0.0,0.20828465007933966,0.00338535409814268,0.003383340965731326,0.0740477789978634,0.053243879039512,0.15107774011493685,0.3954642422538457,0.03949706886526568,0.3269174217290713,0.08549192966415115,0.08631258990472458,0.10991924774234185,0.009585560256650975,0.026563865726907207,0.013506935551817307,0.004625188864146463,0.21690625578967498,0.002029360677959395,0.35489248913110283,0.010772545409950922,0.0631112266414635,0.3873914061901209,0.010376737999766726,0.7046507753562156,0.05439306758937042,0.1403248294701489,0.9222298480533697,0.24
0.0469676371412302,0.9675929564033611,0.40319714613163704,-0.5076076671736452,-0.5659687384400265,0.6325041099816209,0.6345395702405399,0.07582982475055777,0.039824407430275266,0.08228651837922012,0.030567293853515635,0.08775283509111954,0.13661012056120966,0.09604363418262185,0.0994473266220628,0.025593314458871027,0.021232586465718344,0.058187848944871945,0.0594185553268905,0.24232552248927341,0.021541188005561727,0.11593987422737345,0.042328720944951076,0.02425000436666741,0.08360780290649485,0.066068648959886,0.03473631630878879,0.00515096619337602,0.020727775601111477,0.2673819718279339,0.015701292829104565,0.2520404132817221,0.020078959021034133,0.0490077706499264,0.4964976996707663,0.0401386658842408,0.3130600601467319,0.07618368062077435,0.17001084531450686,0.3604732410586698,0.10727163807906,0.05261292727915855,0.3553515605764601,0.9181750766725248,0.556716431391034,0.6285080095725581,0.25732820954896646,0.3940163782122203,0.8324215674044012,0.2809206599722093,0.6014265082337398,0.013521851671507325,0.02377952699037235,0.2767221197536732,0.6034089346304058,0.3510908715109748,0.10628861976734845,0.08991481499123415,0.04786538558398078,0.012681866668576514,0.11816851314980809,0.07140854187783807,0.8931853730968935,0.03465431376874384,0.24606982960665433,0.30073832687228447,0.337182178176243,0.5439947205388532,1.0,0.65036216306443,0.9117291446722966,0.11169049121318322,0.004736081781042532,0.15796577227215314,0.1214898470234278,0.1980267141969267,0.23621660718759488,0.014086365989636036,0.10996707108198542,0.08436639114551422,0.15476743456648107,0.4780570932147015,0.0,0.2615556056390413,0.04324600988507164,0.16331823897881553,0.26041925647914876,0.011204958350288213,0.06628752807073345,0.006060963886426412,0.02011063916669121,0.25098458391134515,0.018438761253459328,0.19351850166941553,0.012121160785811526,0.036610006036260974,0.15891760988321682,0.07594889083200437,0.44051117863339695,0.5175166534083494,0.9356240813492239,0.9560602978315904,0.24
0.051438613656343835,0.970841501901358,0.4618417909834953,-0.46554074015620006,-0.5901618645941518,0.6443163822635778,0.6904188754449344,0.0471457284205935,0.0,0.039964747653531286,0.04261156807246153,0.10460739631238349,0.0895584336804073,0.17849318420915372,0.13454190368918686,0.028811321731462922,0.201448312333473,0.0500111164693334,0.1472329649010184,0.1526028780612901,0.06479787103660081,0.1881678736700896,0.03581458785523708,0.028657545141924742,0.17475019231876748,0.04555976375240924,0.23683809997537458,0.006471189745622212,0.008073303080611615,0.2257259832591672,0.01334568223877686,0.5251802569722418,0.05579450584840885,0.05822038561288374,0.3434168941389223,0.020111615127935575,0.2517717690900894,0.09621026164172441,0.2153525701885591,0.18520046046063893,0.102935536036982,0.08601170569905163,0.3196523223660438,0.2351029575100319,0.4516950643687956,0.6074965032509277,0.07749746755142764,0.3034194622499528,0.06446981190074676,0.18511395415037987,0.2818381978332209,0.0750303145410495,0.07871444169281919,0.38255859244525514,0.1755023179021509,0.4252175227992347,0.09078270474056313,0.08703851006565369,0.08609378442521634,0.08623059175949278,0.3328989503888387,0.05060414290122173,0.7659754425331992,0.06662971540554392,0.38548422164792073,0.42158156500095123,0.2843595635702975,0.5683671597551746,0.22415407176723992,0.0689924783064587,0.9908204654146859,0.12405866260155624,0.01023952566423489,0.2214117919250359,0.04825070783840947,0.10758824933977405,0.12342321234162648,0.01812500844916155,0.2695464845065799,0.03160115941561923,0.08231022281873042,0.23381367172653383,0.035065275392633016,0.04348227307823534,0.057831165124664956,0.11635774924229952,0.3751928771392541,0.0,0.11843621608155588,0.02415385805134607,0.01127909650789722,0.35555382996240814,0.010402503038684266,0.27999911904691344,0.0006698683352872794,0.10429076220177579,0.3158929426197463,0.008333568751503756,0.7638369784159111,0.019883008522841396,0.005417396540121411,0.9807224185992904,0.24
0.18730634465096352,0.661700792092694,0.4985162497328055,0.10579477511977901,-0.46603882795494816,0.5327678588531897,0.20662678876578533,0.16938125085517508,0.24525871420750867,0.058057144909031716,0.006039741429074841,0.0288776572791672,0.05100194215588159,0.07394852709536065,0.14012876531035393,0.02171922149867826,0.3832225016580605,0.015869042758934894,0.043751163035061234,0.5701815945045197,0.020393696051725245,0.15055833872185437,0.009698380493240752,0.05769420496127692,0.03736008493198965,0.03423722163609559,0.1077294150351978,0.006329720697494779,0.008406279752111525,0.10823405222042315,0.004688655437915223,0.34520600284818737,0.020844473080941686,0.011611517973014598,0.5271254240447228,0.0279713130140708,0.2579808956211308,0.054834434271099186,0.1253540333977394,0.6710792811643157,0.017102503478886318,0.023274631479228446,0.13476913220126033,0.5267797676640616,0.2103723823441181,0.28870960647222466,0.08793818840714604,0.6292777796674509,0.20517719711392707,0.08926071592311714,0.5707410996062992,0.04979624075693406,0.08910266409264198,0.13370433725598915,0.043982413413529584,0.21572945375915256,0.34313181109016205,0.22329478124483348,0.06591510005253218,0.03898155362852479,0.17712370755978338,0.08280772962209511,0.24153945228959056,0.24598172044263958,0.522875698873106,0.1793277026692273,0.1019399418295246,0.55689403343736,0.1423950846802396,0.16028610052510905,0.47697207536223857,0.07479787960097485,0.006059281784735773,0.043726621943122955,0.23806470061282795,0.1720238720586531,0.17947900749215365,0.03640756978499277,0.22847905046718106,0.11004011633333348,0.05194306604359032,0.48357045688270545,0.03244946932748259,0.30583799377849424,0.1573671000619416,0.0,0.3780471523342312,0.01868056591591871,0.0810525218171764,0.04095244461151729,0.016562225267741176,0.06973498573275572,0.015628850353132235,0.24360699756181853,0.07158934331928399,0.150583481038099,0.2596533769058013,0.014257619326769234,0.6144262993807129,0.22196623473656005,0.3336180315401521,0.47815611118683166,0.24
0.11186620468566022,0.8354154657883391,0.46885247085847226,-0.07059580083715528,-0.457317662698159,0.6851421395954498,0.5202179947521087,0.027489085301126703,0.06680638227186542,0.08770049315822377,0.015502161208271826,0.016079637551806827,0.060072329952297845,0.03071008761669201,0.004886304347326519,0.025631503260339618,0.15277597538909113,0.042757040945220634,0.11972605302717478,0.27519129615561,0.06420479991472829,0.10708200626346133,0.020916972789813727,0.0482299632706854,0.055731696807160835,0.03738134912361908,0.028774913425902243,0.0023057663066071757,0.012149791377946507,0.2644321858883746,0.010757590834481991,0.24825158192638586,0.0054792130612795215,0.02726455430910919,0.10183529680503331,0.034844363506266164,0.7135566352163784,0.12347837426075996,0.2559799673164729,0.5469315939269453,0.05204124633123437,0.004563259595090902,0.31255136752451085,0.47304309741786954,0.16662657676113551,0.0760924305341923,0.035361799484088234,0.17671621077362806,0.024513144302171025,0.08290277402586804,0.3152955326586315,0.0759936727052902,0.1253924669777877,0.19239358749322108,0.031022089484190496,0.009477464774081495,0.0535731890480644,0.35568837965430083,0.010768555248657798,0.04415054125641092,0.5924946052400072,0.07809502311655281,0.7756270559418745,0.02464681590668663,0.035047734491032365,0.3804361042882962,0.08636330992737722,0.559142163134678,0.04906748885373052,0.0033442626419427357,0.8843751248775521,0.1316459913137705,0.0005327517651945828,0.19450575107011378,0.14474998922183943,0.2995734427869639,0.08681067703821574,0.005420946057981851,0.011198904491585206,0.015200596693083941,0.07143509200007998,0.3929876270431576,0.01898287503578687,0.545987747617543,0.03281676727219992,0.08334982090812461,0.07244555225155588,0.0017357522328863744,0.3458454549544022,0.009704296435413661,0.008933880767566576,0.47854108695092423,0.008681801841675127,0.548410398638294,0.004580014708758233,0.009688363106477789,0.54641886178704,0.021540332950671915,0.5023998400273877,0.03550690023285148,0.050829176359233855,0.6959177819580608,0.24
